task_id,subject,solver,role,condition,replay,absolute_innovations,standardized_innovations
v3_assessment__S4_synthetic__synthetic__process__matched__0__O2__16__oracle,synthetic__process__matched__0,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004483299350444319, 0.001353291652646498], ""gap_nrmse_training_sd"": [0.0, 0.04745522609914951, 0.03836213068067812], ""nfev"": 18386, ""method"": ""DOP853""}","[0.017367476852735802, 0.00034560437085354883, 0.00017309123294954827, 0.00021091731695588518, 0.00034917592002635037, 0.00016862544882096669]","[0.43418692131839504, 0.06912087417070976, 0.057697077649849424, 0.10545865847794259, 0.17458796001317517, 0.08431272441048335]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O2__16,synthetic__process__matched__0,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008711214619516593, 0.002000472330372599], ""gap_nrmse_training_sd"": [0.0, 0.09220724003772068, 0.056707939349774965], ""nfev"": 19190, ""method"": ""DOP853""}","[0.016902574281596403, 0.0010608082937702745, 0.0005120674625720123, 0.0005287573540954469, 0.0010084851999186586, 0.0005323088909368772]","[0.4225643570399101, 0.10608082937702745, 0.08534457709533538, 0.13218933852386172, 0.25212129997966465, 0.1330772227342193]"
v3_assessment__S4_synthetic__synthetic__process__matched__0__O2__20__oracle,synthetic__process__matched__0,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00904811480811637, 0.002556062734527025], ""gap_nrmse_training_sd"": [0.0, 0.09577329114721533, 0.07245741334336822], ""nfev"": 17174, ""method"": ""DOP853""}","[0.01711269835781369, 0.00033604919085872135, 0.0001233836314388355, 0.00018254397558761716, 0.0003086636265518948, 0.00018603655287656234]","[0.4278174589453423, 0.06720983817174427, 0.0411278771462785, 0.09127198779380859, 0.15433181327594742, 0.09301827643828117]"
v3_selected__S4_synthetic__synthetic__process__matched__0__0__O2__20,synthetic__process__matched__0,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00933679009868688, 0.0022514189725168737], ""gap_nrmse_training_sd"": [0.0, 0.09882888706273311, 0.06382159283384824], ""nfev"": 17834, ""method"": ""DOP853""}","[0.0168379109898221, 0.0010345699000648416, 0.00037378897145308855, 0.0004980604875170093, 0.0009754343586576114, 0.0006125312911610526]","[0.4209477747455525, 0.10345699000648416, 0.06229816190884809, 0.12451512187925233, 0.24385858966440285, 0.15313282279026313]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O0__0__oracle,synthetic__process__matched__1,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00971382469333108, 0.0011269148051894912], ""gap_nrmse_training_sd"": [0.0, 0.1118967299256592, 0.03445788725275461], ""nfev"": 18998, ""method"": ""DOP853""}","[0.022065929293155356, 0.0006444886436965742, 0.0019045656092973732, 0.0004393045022744457, 0.0002888773839695783, 0.0006071121700310962]","[0.5516482323288838, 0.12889772873931482, 0.6348552030991244, 0.21965225113722284, 0.14443869198478915, 0.3035560850155481]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O0__0,synthetic__process__matched__1,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00971382469333108, 0.0011269148051894912], ""gap_nrmse_training_sd"": [0.0, 0.1118967299256592, 0.03445788725275461], ""nfev"": 18998, ""method"": ""DOP853""}","[0.022065929293155356, 0.0006444886436965742, 0.0019045656092973732, 0.0004393045022744457, 0.0002888773839695783, 0.0006071121700310962]","[0.5516482323288838, 0.12889772873931482, 0.6348552030991244, 0.21965225113722284, 0.14443869198478915, 0.3035560850155481]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O0__4__oracle,synthetic__process__matched__1,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004208146324888677, 0.004326397083667471], ""gap_nrmse_training_sd"": [0.0, 0.048475016553160534, 0.13228906234361917], ""nfev"": 19334, ""method"": ""DOP853""}","[0.021044425063090143, 0.0004463642024582206, 0.0005357235237989645, 0.0005172578279009176, 0.0005017405234234466, 0.0004083899313320042]","[0.5261106265772536, 0.08927284049164412, 0.17857450793298815, 0.2586289139504588, 0.2508702617117233, 0.2041949656660021]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O0__4,synthetic__process__matched__1,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004208146324888677, 0.004326397083667471], ""gap_nrmse_training_sd"": [0.0, 0.048475016553160534, 0.13228906234361917], ""nfev"": 19334, ""method"": ""DOP853""}","[0.021044425063090143, 0.0004463642024582206, 0.0005357235237989645, 0.0005172578279009176, 0.0005017405234234466, 0.0004083899313320042]","[0.5261106265772536, 0.08927284049164412, 0.17857450793298815, 0.2586289139504588, 0.2508702617117233, 0.2041949656660021]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O0__8__oracle,synthetic__process__matched__1,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.015136688204577616, 0.002403936912993496], ""gap_nrmse_training_sd"": [0.0, 0.17436447181915438, 0.07350563390347524], ""nfev"": 18362, ""method"": ""DOP853""}","[0.014893635716677754, 0.0012505871874103852, 0.0018759458249654904, 0.0005788383304037054, 0.0004525489673673321, 0.0003853691508186587]","[0.37234089291694383, 0.25011743748207704, 0.6253152749884968, 0.2894191652018527, 0.22627448368366607, 0.19268457540932935]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O0__8,synthetic__process__matched__1,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.015136688204577616, 0.002403936912993496], ""gap_nrmse_training_sd"": [0.0, 0.17436447181915438, 0.07350563390347524], ""nfev"": 18362, ""method"": ""DOP853""}","[0.014893635716677754, 0.0012505871874103852, 0.0018759458249654904, 0.0005788383304037054, 0.0004525489673673321, 0.0003853691508186587]","[0.37234089291694383, 0.25011743748207704, 0.6253152749884968, 0.2894191652018527, 0.22627448368366607, 0.19268457540932935]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O0__12__oracle,synthetic__process__matched__1,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008685715816348187, 0.002778432087654378], ""gap_nrmse_training_sd"": [0.0, 0.10005360685376474, 0.08495664372759007], ""nfev"": 18986, ""method"": ""DOP853""}","[0.020638693635509724, 0.0007888417068241202, 0.0034017144539185795, 0.00023178501947828918, 0.0005886855965458848, 0.0005597319473905583]","[0.5159673408877431, 0.15776834136482404, 1.13390481797286, 0.11589250973914458, 0.29434279827294235, 0.27986597369527916]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O0__12,synthetic__process__matched__1,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008685715816348187, 0.002778432087654378], ""gap_nrmse_training_sd"": [0.0, 0.10005360685376474, 0.08495664372759007], ""nfev"": 18986, ""method"": ""DOP853""}","[0.020638693635509724, 0.0007888417068241202, 0.0034017144539185795, 0.00023178501947828918, 0.0005886855965458848, 0.0005597319473905583]","[0.5159673408877431, 0.15776834136482404, 1.13390481797286, 0.11589250973914458, 0.29434279827294235, 0.27986597369527916]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O0__16__oracle,synthetic__process__matched__1,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008116889275830838, 0.002501149823033719], ""gap_nrmse_training_sd"": [0.0, 0.09350110752540904, 0.0764781314500976], ""nfev"": 18134, ""method"": ""DOP853""}","[0.018705802868503665, 0.0009347083946215379, 0.0022030782104024947, 0.00036113209677777585, 0.00037865970559788437, 0.0006169533036892945]","[0.4676450717125916, 0.18694167892430757, 0.7343594034674982, 0.18056604838888793, 0.18932985279894218, 0.30847665184464723]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O0__16,synthetic__process__matched__1,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008116889275830838, 0.002501149823033719], ""gap_nrmse_training_sd"": [0.0, 0.09350110752540904, 0.0764781314500976], ""nfev"": 18134, ""method"": ""DOP853""}","[0.018705802868503665, 0.0009347083946215379, 0.0022030782104024947, 0.00036113209677777585, 0.00037865970559788437, 0.0006169533036892945]","[0.4676450717125916, 0.18694167892430757, 0.7343594034674982, 0.18056604838888793, 0.18932985279894218, 0.30847665184464723]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O0__20__oracle,synthetic__process__matched__1,O0,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.009742037171514076, 0.002385562552430017], ""gap_nrmse_training_sd"": [0.0, 0.1122217187072607, 0.07294379760340874], ""nfev"": 19190, ""method"": ""DOP853""}","[0.020563082195764536, 0.0009486378417412253, 0.001284701789527365, 0.00036647864637436944, 0.0003204477016512132, 0.00023650404915791533]","[0.5140770548941134, 0.18972756834824506, 0.428233929842455, 0.18323932318718472, 0.1602238508256066, 0.11825202457895766]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O0__20,synthetic__process__matched__1,O0,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.009742037171514076, 0.002385562552430017], ""gap_nrmse_training_sd"": [0.0, 0.1122217187072607, 0.07294379760340874], ""nfev"": 19190, ""method"": ""DOP853""}","[0.020563082195764536, 0.0009486378417412253, 0.001284701789527365, 0.00036647864637436944, 0.0003204477016512132, 0.00023650404915791533]","[0.5140770548941134, 0.18972756834824506, 0.428233929842455, 0.18323932318718472, 0.1602238508256066, 0.11825202457895766]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O2__0__oracle,synthetic__process__matched__1,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0056159784769083485, 0.0016310748731203065], ""gap_nrmse_training_sd"": [0.0, 0.06469229646797683, 0.04987368505583697], ""nfev"": 18566, ""method"": ""DOP853""}","[0.020352382152770646, 0.0003978671195362047, 0.00017815921630934866, 0.00016279952150245928, 0.0003640705668550991, 0.00014309776466250187]","[0.5088095538192662, 0.07957342390724094, 0.05938640543644955, 0.08139976075122964, 0.18203528342754954, 0.07154888233125094]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O2__0,synthetic__process__matched__1,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0056159784769083485, 0.0016310748731203065], ""gap_nrmse_training_sd"": [0.0, 0.06469229646797683, 0.04987368505583697], ""nfev"": 18566, ""method"": ""DOP853""}","[0.020352382152770646, 0.0003978671195362047, 0.00017815921630934866, 0.00016279952150245928, 0.0003640705668550991, 0.00014309776466250187]","[0.5088095538192662, 0.07957342390724094, 0.05938640543644955, 0.08139976075122964, 0.18203528342754954, 0.07154888233125094]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O2__4__oracle,synthetic__process__matched__1,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005448495683518323, 0.0020452409643179448], ""gap_nrmse_training_sd"": [0.0, 0.06276300728572251, 0.06253772000211898], ""nfev"": 18662, ""method"": ""DOP853""}","[0.01847701558014723, 0.0003159097214098766, 0.00011688340549707582, 0.00015917277992459148, 0.0002782671927783018, 0.00018295822510849266]","[0.4619253895036807, 0.06318194428197532, 0.03896113516569194, 0.07958638996229574, 0.1391335963891509, 0.09147911255424633]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O2__4,synthetic__process__matched__1,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005448495683518323, 0.0020452409643179448], ""gap_nrmse_training_sd"": [0.0, 0.06276300728572251, 0.06253772000211898], ""nfev"": 18662, ""method"": ""DOP853""}","[0.01847701558014723, 0.0003159097214098766, 0.00011688340549707582, 0.00015917277992459148, 0.0002782671927783018, 0.00018295822510849266]","[0.4619253895036807, 0.06318194428197532, 0.03896113516569194, 0.07958638996229574, 0.1391335963891509, 0.09147911255424633]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O2__8__oracle,synthetic__process__matched__1,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00616615127079072, 0.0014885959199102106], ""gap_nrmse_training_sd"": [0.0, 0.0710299171758908, 0.04551707914117916], ""nfev"": 18626, ""method"": ""DOP853""}","[0.015922705563453224, 0.00039097523471053085, 0.00022870234850933183, 0.00020987066380819526, 0.00044740528831561677, 0.0001826468714190492]","[0.3980676390863306, 0.07819504694210618, 0.07623411616977728, 0.10493533190409762, 0.22370264415780838, 0.0913234357095246]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O2__8,synthetic__process__matched__1,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00616615127079072, 0.0014885959199102106], ""gap_nrmse_training_sd"": [0.0, 0.0710299171758908, 0.04551707914117916], ""nfev"": 18626, ""method"": ""DOP853""}","[0.015922705563453224, 0.00039097523471053085, 0.00022870234850933183, 0.00020987066380819526, 0.00044740528831561677, 0.0001826468714190492]","[0.3980676390863306, 0.07819504694210618, 0.07623411616977728, 0.10493533190409762, 0.22370264415780838, 0.0913234357095246]"
v3_assessment__S4_synthetic__synthetic__process__matched__1__O2__12__oracle,synthetic__process__matched__1,O2,oracle,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006099696735974825, 0.0013460146459847956], ""gap_nrmse_training_sd"": [0.0, 0.07026440561176564, 0.04115734454664614], ""nfev"": 18050, ""method"": ""DOP853""}","[0.01960522778250495, 0.00025196053891696137, 0.00014991601807929996, 0.00017441902903112173, 0.0003621944918186947, 0.00013406869559893104]","[0.4901306945626237, 0.05039210778339227, 0.04997200602643332, 0.08720951451556086, 0.18109724590934734, 0.06703434779946552]"
v3_selected__S4_synthetic__synthetic__process__matched__1__0__O2__12,synthetic__process__matched__1,O2,selected,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006099696735974825, 0.0013460146459847956], ""gap_nrmse_training_sd"": [0.0, 0.07026440561176564, 0.04115734454664614], ""nfev"": 18050, ""method"": ""DOP853""}","[0.01960522778250495, 0.00025196053891696137, 0.00014991601807929996, 0.00017441902903112173, 0.0003621944918186947, 0.00013406869559893104]","[0.4901306945626237, 0.05039210778339227, 0.04997200602643332, 0.08720951451556086, 0.18109724590934734, 0.06703434779946552]"
